,avg_price_per_room,lead_time,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,no_of_adults,repeated_guest,arrival_year,no_of_special_requests
2230,1.0387346320281357,-0.9361558408869235,0.0,0.0,0.0,1.0,1,0,2018,2
26287,-0.868076983276621,1.5796380109606198,0.0,0.0,1.0,0.0,1,0,2018,0
20566,1.4229429425746163,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,2
23683,2.319429000516405,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
13782,1.2948735057257894,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,2
12427,2.4418064623941733,0.19362195369276025,0.0,0.0,0.0,1.0,2,0,2018,0
6995,-1.2949751061060442,-0.8546254845770493,0.0,0.0,1.0,0.0,2,0,2018,0
34100,-0.42979491050507973,-0.3770905404763583,0.0,0.0,0.0,1.0,2,0,2018,1
18782,0.29507810205928064,-0.17908824658094982,0.0,0.0,0.0,1.0,2,0,2018,2
6305,-0.512328547585435,-0.7614479345086218,0.0,0.0,1.0,0.0,2,0,2018,0
13998,0.18123860263810118,-0.6216816094059806,0.0,0.0,0.0,1.0,2,0,2018,0
15641,-0.512328547585435,-0.5168568655789996,0.0,0.0,1.0,0.0,2,0,2018,0
11956,-0.3572222296240779,1.3350469420309974,0.0,0.0,0.0,1.0,2,0,2018,1
12392,-0.7744439950027007,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,0
29131,-0.2561896738877812,0.21691634120986714,0.0,0.0,0.0,1.0,2,0,2018,0
17570,1.844149090432981,0.29844669751974123,0.0,0.0,0.0,1.0,3,0,2018,1
33189,0.30731584824705727,0.5197433789322566,0.0,0.0,0.0,1.0,2,0,2018,0
15472,0.1564785115139945,1.9872897925099902,0.0,0.0,1.0,0.0,2,0,2018,0
10703,1.2977194932113187,-0.2023826340980567,0.0,0.0,0.0,1.0,3,0,2018,0
36031,-0.3842591107366081,0.48480179765659626,0.0,0.0,1.0,0.0,2,0,2018,0
26553,1.3062574556679076,-0.2256770216151636,0.0,0.0,0.0,1.0,2,0,2018,1
21698,-0.35579923588131324,-0.9012142596112631,0.0,1.0,0.0,0.0,2,0,2018,0
9220,-0.09966036218365937,1.4631660733750853,0.0,0.0,1.0,0.0,2,0,2018,0
4247,0.4695371349222381,1.2535165857211232,0.0,0.0,0.0,1.0,2,0,2018,0
8002,-0.41271898559190295,2.558002286679109,0.0,0.0,1.0,0.0,2,0,2018,0
11273,-0.7684674212830889,0.13538598489999307,0.0,0.0,0.0,1.0,2,0,2017,0
9107,-0.6973177341448518,-0.9361558408869235,0.0,0.0,0.0,1.0,1,0,2018,1
9497,2.006370377108161,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2017,1
17480,0.8708213703818957,0.2052691474513137,0.0,0.0,0.0,1.0,2,0,2018,0
11241,4.169320866110572,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2017,1
31349,1.3830991177772034,0.25185792248552746,0.0,0.0,0.0,1.0,3,0,2018,0
23037,0.1564785115139945,2.185292086405399,0.0,0.0,1.0,0.0,2,0,2017,0
27543,3.552595377996332,-0.9594502284040304,0.0,0.0,0.0,1.0,2,0,2018,1
1273,-0.6475129531480857,1.428224492099425,0.0,0.0,0.0,1.0,2,0,2018,0
5698,-0.3572222296240779,1.6495211735119404,0.0,0.0,0.0,1.0,2,0,2018,0
31521,-1.0388362324083902,0.7293928665862185,0.0,0.0,1.0,0.0,2,0,2017,0
7678,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
25112,-0.46394676033143367,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
10988,-0.24195973646013372,1.2418693919625698,0.0,0.0,1.0,0.0,1,0,2018,0
23181,-0.09966036218365937,-0.08591069651252231,0.0,0.0,1.0,0.0,2,0,2018,0
9590,-0.44744003291536266,-0.92450864712837,0.0,0.0,0.0,1.0,1,0,2017,1
22999,-0.6082383258477789,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,1
3358,0.1849383863692894,2.2085864739225056,0.0,0.0,0.0,1.0,2,0,2018,0
24139,-0.7078478878413109,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,2
16567,-2.945647847713147,-0.2955601841664842,0.0,0.0,0.0,1.0,1,0,2017,0
32167,-0.6916257591737927,0.6129209290006841,0.0,0.0,0.0,1.0,1,0,2018,1
33525,-0.8575468295801617,-0.6449759969230875,0.0,0.0,0.0,1.0,2,0,2018,1
28808,0.36850457918594137,0.7060984790691116,0.0,0.0,0.0,1.0,2,0,2018,0
34265,2.1002879641306347,1.5214020421678527,0.0,0.0,0.0,1.0,2,0,2018,0
11755,-1.09575598211898,-0.9361558408869235,0.0,0.0,1.0,0.0,1,0,2018,0
33826,1.3574852304074378,-0.2023826340980567,0.0,0.0,0.0,1.0,3,0,2018,2
15235,-0.3842591107366081,2.4065887678179143,0.0,0.0,1.0,0.0,1,0,2018,0
6513,-1.1313308256880985,0.1819747599342068,0.0,0.0,0.0,1.0,1,0,2017,1
16079,0.41688636643994276,-0.7730951282671753,0.0,0.0,1.0,0.0,2,0,2018,0
4567,-0.5678253035532601,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2018,2
13255,-0.41271898559190295,2.5463550929205554,0.0,0.0,1.0,0.0,2,0,2018,0
22987,-0.05697054990071705,-0.5401512530961065,0.0,0.0,1.0,0.0,2,0,2017,0
27070,-0.8894218894180921,0.7643344478618789,0.0,0.0,1.0,0.0,2,0,2018,1
10848,1.380253130291674,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,2
19247,0.1564785115139945,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
33747,-0.46110077284590434,-0.4003849279934652,0.0,0.0,0.0,1.0,2,0,2018,1
1961,0.1963223363114075,-0.7847423220257287,0.0,0.0,0.0,1.0,3,0,2018,0
4992,0.6659102714237729,-0.3770905404763583,0.0,0.0,0.0,1.0,2,0,2018,0
4891,-0.7684674212830889,0.07715001610722586,0.0,0.0,0.0,1.0,2,0,2017,2
14330,-0.8894218894180921,-0.9478030346454769,0.0,0.0,1.0,0.0,2,0,2018,0
30391,-0.3572222296240779,0.8342176104131995,0.0,0.0,0.0,1.0,2,0,2018,0
24423,3.285926350602219,-0.03932192147830855,0.0,0.0,0.0,1.0,2,0,2018,0
22253,-0.31595541108390024,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2017,3
25954,-0.41271898559190295,2.5463550929205554,0.0,0.0,1.0,0.0,2,0,2018,0
30971,0.9248951326069561,-0.92450864712837,0.0,0.0,0.0,1.0,2,0,2018,1
35809,1.487546858496136,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2018,1
6226,-0.8313637447132904,1.929053823717223,0.0,0.0,0.0,1.0,0,0,2018,2
17901,0.7541358834751869,-0.9710974221625838,0.0,0.0,0.0,1.0,3,0,2018,2
27323,-0.8199797947711727,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,1
33274,-0.9534566078425055,-0.9827446159211373,0.0,0.0,1.0,0.0,1,0,2018,0
1251,-0.868076983276621,-0.6216816094059806,0.0,0.0,1.0,0.0,1,0,2017,0
3176,-0.8111572335660312,-0.842978290818496,0.0,0.0,1.0,0.0,1,0,2018,0
29648,-0.2305757865180156,-0.5634456406132133,0.0,0.0,0.0,1.0,2,0,2018,1
3359,-0.41271898559190295,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,0
24121,0.4695371349222381,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2017,1
307,-1.2238254189678068,0.11209159738288618,0.0,0.0,1.0,0.0,2,0,2017,0
29964,-0.2561896738877812,0.46150741013948937,0.0,0.0,0.0,1.0,2,0,2018,0
34056,-0.3842591107366081,0.5197433789322566,0.0,0.0,0.0,1.0,2,0,2018,2
34985,1.3318713430376732,-0.03932192147830855,0.0,0.0,0.0,1.0,3,0,2018,2
22704,-0.512328547585435,0.4032714413467222,0.0,0.0,0.0,1.0,2,0,2018,1
27865,-0.6190530782927908,-0.9710974221625838,0.0,0.0,1.0,0.0,2,0,2018,0
11989,-0.8894218894180921,0.10044440362433274,0.0,0.0,0.0,1.0,2,0,2017,0
23795,0.014179137237520133,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,1
23922,-1.3234349809613388,0.35668266631250845,0.0,0.0,1.0,0.0,2,0,2018,0
12580,0.5264568846328279,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,2
35293,1.0387346320281357,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,1
9765,-0.2561896738877812,0.345035472553955,0.0,0.0,0.0,1.0,2,0,2018,0
12225,-1.1629212867774759,1.9756425987514368,0.0,0.0,1.0,0.0,2,0,2018,0
1051,-0.09966036218365937,0.17032756617565337,0.0,0.0,0.0,1.0,2,0,2018,0
28645,1.3062574556679076,-0.24897140913227048,0.0,0.0,0.0,1.0,2,0,2018,1
14519,-0.8851529081897977,-0.7963895157842822,0.0,0.0,1.0,0.0,2,0,2018,0
11410,0.5122269472051805,0.06550282234867241,0.0,0.0,0.0,1.0,2,0,2018,2
9221,0.6972161337645971,1.5679908172020665,0.0,0.0,1.0,0.0,1,0,2018,0
24848,-0.28180356125754674,-0.4819152843033393,0.0,0.0,0.0,1.0,2,0,2018,0
10234,-1.1811356066848646,-0.7381535469915149,0.0,1.0,0.0,0.0,1,0,2017,1
4763,1.8973690564123815,-0.14414666530528952,0.0,0.0,0.0,1.0,2,0,2018,0
9062,-0.9534566078425055,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,1
1874,-0.5834782347236722,0.3916242475881688,0.0,0.0,1.0,0.0,1,0,2018,0
32539,-0.6475129531480857,0.018914047314458653,0.0,0.0,0.0,1.0,2,0,2018,1
25662,-0.29887948617072346,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2018,0
33033,0.1564785115139945,-0.13249947154673608,0.0,0.0,1.0,0.0,2,0,2017,0
23666,0.17924641139823033,-0.27226579664937733,0.0,0.0,0.0,1.0,2,0,2018,1
27796,1.0501185819702537,-0.6449759969230875,0.0,0.0,0.0,1.0,2,0,2018,0
25392,2.3051990630887573,-0.9827446159211373,0.0,0.0,0.0,1.0,3,0,2018,2
33907,-1.3874696993857525,1.1021030668599285,0.0,0.0,0.0,1.0,2,0,2018,2
33629,1.0102747571728408,-0.7614479345086218,0.0,0.0,0.0,1.0,2,0,2018,0
13682,-0.3842591107366081,2.2085864739225056,0.0,0.0,1.0,0.0,2,0,2018,0
20706,-0.6475129531480857,1.428224492099425,0.0,0.0,0.0,1.0,2,0,2018,0
10160,-0.8751919519904446,1.3816357170652112,0.0,0.0,1.0,0.0,2,0,2017,0
25832,-0.09112239972707098,2.3483527990251467,0.0,0.0,0.0,1.0,2,0,2018,0
5831,0.4695371349222381,-0.342148959200698,0.0,0.0,1.0,0.0,2,0,2018,0
4917,-1.0621733297897318,-0.6566231906816409,0.0,1.0,0.0,0.0,1,0,2018,1
25074,-0.35579923588131324,-0.7614479345086218,0.0,0.0,0.0,1.0,2,0,2018,1
191,1.1810340063046099,-0.8196839033013891,0.0,0.0,0.0,1.0,1,0,2018,0
25068,-1.2189872402424067,0.0887972098657793,0.0,0.0,1.0,0.0,2,0,2017,0
24484,-0.3842591107366081,1.95234821123433,0.0,0.0,1.0,0.0,2,0,2018,0
12901,-1.09575598211898,-0.9827446159211373,0.0,1.0,0.0,0.0,1,1,2017,0
13233,0.270318010935174,-0.6100344156474271,0.0,0.0,0.0,1.0,2,0,2018,1
12629,-0.87376895824768,-0.7265063532329615,0.0,0.0,0.0,1.0,2,0,2018,0
4485,2.148669751384636,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2018,2
9783,-0.28180356125754674,-0.47026809054478586,0.0,0.0,0.0,1.0,2,0,2018,1
28054,0.4695371349222381,-0.342148959200698,0.0,0.0,1.0,0.0,2,0,2018,0
24999,0.014179137237520133,-0.35379615295925143,0.0,0.0,1.0,0.0,2,0,2018,0
3924,-1.1811356066848646,-0.5168568655789996,0.0,0.0,0.0,1.0,2,0,2018,0
9940,1.588010216735327,0.11209159738288618,0.0,0.0,0.0,1.0,3,0,2018,0
35804,0.35854362298658793,1.160339035652696,0.0,0.0,0.0,1.0,2,0,2018,2
27129,1.0501185819702537,-0.5867400281303202,0.0,0.0,0.0,1.0,2,0,2018,1
32778,-0.16369508060807283,0.4731546038980428,0.0,0.0,0.0,1.0,2,0,2018,0
31993,-1.09575598211898,4.165315025359484,0.0,0.0,1.0,0.0,2,0,2018,0
22800,-0.3572222296240779,2.383294380300807,0.0,0.0,0.0,1.0,2,0,2018,0
15198,-0.640397984434262,-0.3188545716835911,0.0,0.0,1.0,0.0,1,0,2018,0
24234,-1.09575598211898,-0.2023826340980567,0.0,1.0,0.0,0.0,1,0,2017,1
27238,-0.3088404423700765,1.486460460892192,0.0,0.0,0.0,1.0,2,0,2018,0
28810,0.48376707234988553,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,1
25458,0.02840907466516757,-0.8196839033013891,0.0,0.0,0.0,1.0,2,0,2017,1
16061,0.514788335942157,0.2867995037611878,0.0,0.0,0.0,1.0,2,0,2018,1
19497,-0.8111572335660312,1.8591706611659025,0.0,0.0,1.0,0.0,2,0,2018,0
3303,1.6648518788446227,0.4382130226223825,0.0,0.0,0.0,1.0,3,0,2018,0
30826,1.6648518788446227,-0.342148959200698,0.0,0.0,0.0,1.0,3,0,2018,2
25920,-0.24195973646013372,-0.6682703844401944,0.0,1.0,0.0,0.0,1,0,2018,0
29963,-0.9534566078425055,0.636215316517791,0.0,0.0,1.0,0.0,2,0,2017,0
15549,-0.5265584850130824,0.42656582886382904,0.0,0.0,1.0,0.0,2,0,2018,0
18074,0.5805306468578882,-0.027674727719755106,0.0,0.0,0.0,1.0,2,0,2018,2
24647,-0.3444152859391951,0.1470331786585465,0.0,0.0,0.0,1.0,3,0,2018,0
27527,0.04263901209281501,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2017,0
21432,-2.7748885985813776,0.21691634120986714,0.0,0.0,0.0,1.0,0,0,2017,2
13304,-0.8111572335660312,-0.2955601841664842,0.0,0.0,1.0,0.0,2,0,2018,0
32815,0.1564785115139945,-0.6915647719573013,0.0,0.0,0.0,1.0,2,0,2018,2
19692,-0.18503998674954397,-0.842978290818496,0.0,0.0,0.0,1.0,2,0,2018,1
17888,-1.09575598211898,-0.2023826340980567,0.0,0.0,1.0,0.0,2,0,2017,0
30859,1.2948735057257894,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
1806,-0.7940813086528544,-0.6100344156474271,0.0,0.0,1.0,0.0,2,0,2017,1
3871,-0.05697054990071705,1.9989369862685438,0.0,0.0,0.0,1.0,2,0,2017,0
32663,-1.4458124428391068,0.1470331786585465,0.0,0.0,1.0,0.0,1,0,2017,1
3791,0.691524158793538,0.44986021638093593,0.0,0.0,0.0,1.0,2,0,2018,1
35163,0.38244991786503574,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2017,0
14154,-0.09966036218365937,1.4631660733750853,0.0,0.0,1.0,0.0,2,0,2018,0
2786,0.9248951326069561,0.17032756617565337,0.0,0.0,0.0,1.0,2,0,2018,1
9259,-0.41271898559190295,-0.7381535469915149,0.0,0.0,0.0,1.0,2,0,2018,2
33108,-0.11958227458236585,-0.004380340202648226,0.0,0.0,0.0,1.0,2,0,2018,0
30062,-1.1051477408212271,-0.03932192147830855,0.0,0.0,0.0,1.0,2,0,2018,1
1717,-1.0744110759775087,-0.3770905404763583,0.0,0.0,0.0,1.0,2,0,2018,0
2696,-0.24195973646013372,-0.9361558408869235,0.0,0.0,0.0,0.0,1,0,2018,0
31027,-0.868076983276621,-0.6216816094059806,0.0,0.0,1.0,0.0,1,0,2017,0
1848,0.05117697454940339,-0.5983872218888737,0.0,0.0,0.0,1.0,2,0,2018,1
20896,-0.025664687559892853,-0.35379615295925143,0.0,0.0,0.0,1.0,2,0,2018,2
23453,-0.7257776090001465,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,0
30387,1.408713005146969,-0.7614479345086218,0.0,0.0,0.0,1.0,3,0,2018,1
10623,-0.7781437787338893,-0.21402982785661015,0.0,0.0,1.0,0.0,2,0,2018,1
32423,1.3517932554363792,-0.8662726783356028,0.0,0.0,0.0,1.0,2,0,2018,1
12852,0.7541358834751869,0.25185792248552746,0.0,0.0,0.0,1.0,2,0,2018,1
6622,-0.17337143805887317,-0.9478030346454769,0.0,0.0,0.0,1.0,2,0,2018,0
3435,-0.042740612473069615,-0.8313310970599425,0.0,0.0,1.0,0.0,3,0,2018,1
19145,3.628583243859969,-0.7614479345086218,0.0,0.0,0.0,1.0,2,0,2018,1
31923,0.32723776064576376,2.511413511644895,0.0,0.0,1.0,0.0,2,0,2018,1
29896,0.1564785115139945,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,0
16526,0.3556976355010586,-0.8313310970599425,0.0,0.0,1.0,0.0,2,0,2018,0
6771,0.12801863665869964,1.5563436234435128,0.0,0.0,0.0,1.0,2,0,2017,0
13778,0.40977139772611904,-0.5285040593375531,0.0,0.0,0.0,1.0,2,0,2018,0
27559,-1.09575598211898,-0.9943918096796907,0.0,1.0,0.0,0.0,1,1,2018,1
6992,1.7112414748587532,1.9407010174757764,0.0,0.0,0.0,1.0,2,0,2018,1
32427,0.41261738521164837,-0.8779198720941562,0.0,0.0,0.0,1.0,2,0,2018,0
18031,1.3062574556679076,0.27515231000263435,0.0,0.0,0.0,1.0,2,0,2018,2
34595,-0.5868934197063077,0.17032756617565337,0.0,0.0,0.0,1.0,2,0,2018,0
31325,0.9220491451214268,0.12373879114143962,0.0,0.0,0.0,1.0,2,0,2018,0
30676,-0.2544820813964634,0.927395160481627,0.0,0.0,0.0,1.0,2,0,2018,2
35161,0.8395155080410714,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2018,1
2828,-0.031072063782398813,-0.9827446159211373,0.0,0.0,0.0,1.0,2,0,2017,0
11601,1.0387346320281357,0.17032756617565337,0.0,0.0,1.0,0.0,2,0,2018,1
1117,1.6079321291340332,-0.9943918096796907,0.0,1.0,0.0,0.0,2,0,2018,0
30957,-0.8111572335660312,-0.07426350275396887,0.0,0.0,1.0,0.0,2,0,2018,0
1756,-0.4980986101577876,0.42656582886382904,0.0,0.0,1.0,0.0,1,0,2018,0
16881,0.1849383863692894,2.010584180027097,0.0,0.0,1.0,0.0,2,0,2018,0
6751,0.8708213703818957,-0.47026809054478586,0.0,0.0,0.0,1.0,2,0,2018,1
28684,-1.2821681624211614,-0.8080367095428356,0.0,0.0,0.0,1.0,1,0,2018,1
870,-0.640397984434262,-0.43532650926912553,0.0,0.0,1.0,0.0,1,0,2018,0
19741,-0.3842591107366081,1.7194043360632612,0.0,0.0,1.0,0.0,2,0,2018,0
9104,-0.3842591107366081,3.3966002372949564,0.0,0.0,1.0,0.0,1,0,2018,0
24062,0.32723776064576376,3.3966002372949564,0.0,0.0,1.0,0.0,2,0,2018,1
721,-0.5265584850130824,-0.8662726783356028,0.0,0.0,1.0,0.0,2,0,2018,0
10997,-0.8894218894180921,-0.06261630899541543,0.0,0.0,1.0,0.0,2,0,2018,0
27649,-0.8894218894180921,0.1819747599342068,0.0,0.0,1.0,0.0,2,0,2018,0
17270,0.5634547219447111,-0.21402982785661015,0.0,0.0,0.0,1.0,2,0,2018,1
19727,1.3233333805810843,-0.9594502284040304,0.0,0.0,0.0,1.0,1,0,2018,2
18108,-1.0843720321768617,-0.4819152843033393,0.0,0.0,1.0,0.0,1,0,2018,0
5592,0.04263901209281501,0.007266853555905214,0.0,0.0,1.0,0.0,2,0,2017,0
8347,-0.022249502577257337,-0.6915647719573013,0.0,0.0,0.0,1.0,2,0,2018,0
26096,-0.001189195184339276,1.6262267859948336,0.0,0.0,0.0,1.0,2,0,2018,0
15588,-1.2380553563954544,-0.7963895157842822,0.0,0.0,0.0,1.0,2,0,2018,1
24486,-0.12812023703895423,-0.5867400281303202,0.0,0.0,1.0,0.0,1,0,2018,0
21260,0.4695371349222381,-0.16744105282239638,0.0,0.0,1.0,0.0,1,0,2018,0
10938,0.06825289946258055,-0.5168568655789996,0.0,0.0,0.0,1.0,2,0,2017,2
32939,0.08959780560405171,-0.7730951282671753,0.0,0.0,0.0,1.0,2,0,2018,1
11737,-1.2380553563954544,-0.4236793155105721,0.0,0.0,1.0,0.0,2,0,2017,0
314,-0.4696387353024927,-0.6915647719573013,0.0,0.0,1.0,0.0,2,0,2018,0
26375,-0.6973177341448518,-0.9943918096796907,0.0,0.0,0.0,0.0,1,0,2018,0
35325,-0.4696387353024927,2.185292086405399,0.0,0.0,1.0,0.0,1,0,2017,0
11949,0.3297991493827404,-0.38873773423491176,0.0,0.0,0.0,1.0,3,0,2018,1
33725,-0.8894218894180921,0.15868037241709995,0.0,0.0,0.0,1.0,2,0,2017,2
20588,-0.11531329335407146,1.4165772983408715,0.0,0.0,0.0,1.0,2,0,2018,1
5850,0.04263901209281501,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2017,2
6129,0.059999535754544864,0.4382130226223825,0.0,0.0,0.0,1.0,2,0,2018,2
5447,-0.6620274893242862,1.428224492099425,0.0,0.0,1.0,0.0,2,0,2018,2
3129,0.014179137237520133,-0.9943918096796907,0.0,1.0,0.0,0.0,1,0,2018,0
16279,-0.6688578592895569,1.1719862294112493,0.0,0.0,1.0,0.0,2,0,2018,0
15632,0.7541358834751869,-0.9012142596112631,0.0,0.0,1.0,0.0,2,0,2018,0
18380,-0.7826973587107363,0.3683298600710619,0.0,0.0,1.0,0.0,1,0,2018,0
910,-1.0388362324083902,2.0688201488198645,0.0,0.0,1.0,0.0,2,0,2017,0
3968,-0.8043268636007606,-0.9361558408869235,0.0,0.0,0.0,1.0,2,0,2017,0
12768,-0.5749402722670839,-0.3188545716835911,0.0,0.0,0.0,1.0,2,0,2018,1
34261,1.0102747571728408,-0.6799175781987478,0.0,0.0,0.0,1.0,2,0,2018,0
10165,-0.3842591107366081,1.3932829108237645,0.0,0.0,1.0,0.0,2,0,2018,0
336,0.6402963840540074,-0.55179844685466,0.0,0.0,0.0,1.0,2,0,2018,0
27340,-0.01854971884606913,1.661168367270494,0.0,0.0,0.0,1.0,2,0,2018,1
18931,0.32439177316023443,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,1
8467,-0.7371615589422646,-0.9943918096796907,0.0,0.0,1.0,0.0,2,0,2018,0
8112,0.04263901209281501,-0.5634456406132133,0.0,0.0,1.0,0.0,2,0,2018,0
2985,-0.09966036218365937,0.9157479667230736,0.0,0.0,1.0,0.0,1,0,2017,0
10878,-1.039405429905496,-0.9012142596112631,0.0,0.0,0.0,1.0,1,0,2017,0
15916,-0.6916257591737927,-0.4586208967862324,0.0,0.0,0.0,1.0,2,0,2018,0
21004,-0.29660269618229995,1.0671614855842684,0.0,0.0,0.0,1.0,2,0,2018,1
22915,-0.23626776148907466,-0.09755789027107575,0.0,0.0,0.0,1.0,1,0,2018,1
11669,-0.3572222296240779,-0.1092050840296292,0.0,0.0,1.0,0.0,2,0,2018,0
20862,0.7142920586777739,-0.4586208967862324,0.0,0.0,0.0,1.0,3,0,2018,2
19942,-0.22289162030708612,1.032219904308608,0.0,0.0,1.0,0.0,1,0,2018,0
13907,-0.05697054990071705,1.9989369862685438,0.0,0.0,1.0,0.0,2,0,2017,0
11001,0.4652681536939437,0.0887972098657793,0.0,0.0,0.0,1.0,2,0,2018,0
4820,-0.35864522336684257,0.12373879114143962,0.0,0.0,0.0,1.0,1,0,2018,1
29437,-0.4867146602156695,-0.47026809054478586,0.0,0.0,0.0,1.0,1,0,2018,0
33567,0.5634547219447111,-0.12085227778818262,0.0,0.0,0.0,1.0,2,0,2018,0
30632,2.5471079993587638,-0.9128614533698166,0.0,0.0,0.0,1.0,3,0,2018,2
29822,0.4220091439138956,-0.7148591594744081,0.0,0.0,0.0,1.0,2,0,2018,1
19800,0.3443136855589405,0.7293928665862185,0.0,0.0,0.0,1.0,3,0,2018,1
16691,-0.6688578592895569,-0.9827446159211373,0.0,0.0,1.0,0.0,1,0,2018,0
36213,-0.3842591107366081,2.2085864739225056,0.0,0.0,1.0,0.0,2,0,2018,0
12100,0.0901670031011575,-0.9943918096796907,0.0,0.0,0.0,1.0,2,0,2017,0
21758,1.844149090432981,0.06550282234867241,0.0,0.0,0.0,1.0,3,0,2018,1
16732,1.4940926297128536,-0.9128614533698166,0.0,0.0,0.0,1.0,2,0,2018,0
22302,0.40977139772611904,1.1253974543770355,0.0,0.0,0.0,1.0,2,0,2018,2
9018,0.8195935956423653,-0.09755789027107575,0.0,0.0,0.0,1.0,2,0,2018,1
29872,-1.09575598211898,1.2535165857211232,0.0,0.0,1.0,0.0,2,0,2017,0
7243,-0.3842591107366081,1.3117525545138906,0.0,0.0,0.0,1.0,2,0,2018,0
17082,-1.7096354827476903,0.4964489914151497,0.0,0.0,1.0,0.0,2,0,2018,1
14079,-0.18503998674954397,-0.9710974221625838,0.0,0.0,0.0,1.0,2,0,2017,2
20866,-0.21349986160483886,-0.05096911523686199,0.0,0.0,1.0,0.0,2,0,2018,0
35256,-0.7826973587107363,2.4764719303692346,0.0,0.0,1.0,0.0,1,0,2018,0
11874,-1.1128319070321566,-0.9478030346454769,0.0,0.0,1.0,0.0,1,0,2018,0
34909,-0.6660118718040275,-0.9594502284040304,0.0,0.0,0.0,1.0,2,1,2018,1
25805,-0.2561896738877812,0.5080961851737031,0.0,0.0,0.0,1.0,2,0,2018,1
26629,-0.8168492085370903,-0.6566231906816409,0.0,0.0,0.0,1.0,2,0,2018,1
14520,-0.32733936102601835,-0.92450864712837,0.0,0.0,0.0,1.0,1,0,2018,0
30525,-0.41271898559190295,-0.8895670658527097,0.0,0.0,0.0,1.0,2,0,2018,0
8263,-0.6973177341448518,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2018,2
18678,0.725676008619892,-0.8196839033013891,0.0,0.0,0.0,1.0,2,0,2018,0
6855,1.3318713430376732,-0.12085227778818262,0.0,0.0,0.0,1.0,3,0,2018,2
31141,-0.5493263848973183,-0.35379615295925143,0.0,0.0,0.0,1.0,2,0,2018,1
31740,0.9248951326069561,-0.06261630899541543,0.0,0.0,1.0,0.0,2,0,2017,0
31327,-0.8453090833923851,-0.35379615295925143,0.0,0.0,0.0,1.0,1,0,2017,2
8597,-0.3842591107366081,-0.9012142596112631,0.0,0.0,0.0,1.0,2,0,2018,1
719,2.6609474987799433,-0.9710974221625838,0.0,0.0,0.0,1.0,3,0,2018,1
34517,-0.8894218894180921,1.0671614855842684,0.0,0.0,1.0,0.0,2,0,2018,1
6901,0.6118365091987125,-0.9827446159211373,0.0,0.0,0.0,1.0,1,0,2018,0
29932,-0.41271898559190295,2.558002286679109,0.0,0.0,1.0,0.0,2,0,2018,0
18050,1.304265264428037,-0.92450864712837,0.0,0.0,0.0,1.0,3,0,2018,1
23963,0.17497743016993633,-0.2023826340980567,0.0,0.0,0.0,1.0,2,0,2018,0
21954,-1.0530661698360377,-0.3654433467178049,0.0,0.0,1.0,0.0,1,0,2018,0
9949,0.6118365091987125,-0.7498007407500684,0.0,0.0,0.0,1.0,2,0,2017,2
16436,-0.6475129531480857,2.255175248956719,0.0,0.0,1.0,0.0,2,0,2018,1
32661,-0.09140699847562367,0.4964489914151497,0.0,0.0,0.0,1.0,2,0,2018,3
22647,-0.5294044724986118,-0.633328803164534,0.0,0.0,0.0,1.0,2,0,2018,0
1445,0.5862226218289469,-0.4586208967862324,0.0,0.0,0.0,1.0,3,0,2018,1
